player,season_end_year,squad,comp,nation,position_group_model,age,league_strength,gls_per,ast_per,g_minus_pk_per,xg_per,xag_per,xg+xag_per,npxg_per,sot_percent_standard,sh_per_90_standard,sot_per_90_standard,g_per_sh_standard,g_per_sot_standard,dist_standard,npxg_per_sh_expected,cmp_percent_total,cmp_percent_short,cmp_percent_medium,cmp_percent_long,succ_percent_take,ppm_team.success,plus_per__minus__team.success,xgplus_per__minus__team.success..xg,xgplus_per__minus_90_team.success..xg,on_minus_off_team.success..xg,pk_success_rate,pass_cmp_pct,tklw_win_rate,aerial_win_pct,avrg_dist_pass,avrg_prg_dist_pass,avrg_dist_per_carry,pk_p90,pkatt_p90,crdy_p90,crdr_p90,fk_standard_p90,att_total_p90,att_short_p90,att_medium_p90,att_long_p90,kp_p90,final_third_p90,ppa_p90,crspa_p90,att_p90,live_pass_p90,dead_pass_p90,fk_pass_p90,tb_pass_p90,sw_pass_p90,crs_pass_p90,ti_pass_p90,ck_pass_p90,off_outcomes_p90,blocks_outcomes_p90,tkl_tackles_p90,def_3rd_tackles_p90,mid_3rd_tackles_p90,att_3rd_tackles_p90,att_challenges_p90,touches_touches_p90,mid_3rd_touches_p90,att_3rd_touches_p90,att_pen_touches_p90,carries_carries_p90,prgdist_carries_p90,prgc_carries_p90,final_third_carries_p90,cpa_carries_p90,mis_carries_p90,dis_carries_p90,rec_receiving_p90,prgr_receiving_p90,ong_team.success_p90,onga_team.success_p90,onxg_team.success..xg._p90,2crdy_p90,fls_p90,fld_p90,off_p90,crs_p90,pkwon_p90,pkcon_p90,og_p90,recov_p90,won_aerial_p90,lost_aerial_p90,live_touches_p90
Joselu,2020,Alavés,La Liga,ESP,FW,29,84.5,0.2229627451271461,-0.10836272593932038,0.18992957900519297,0.09076365065039264,-0.23478071367010137,-0.04425492400220712,0.11424012053823002,-0.2422595412826893,0.08554201863022645,0.0800595886407757,0.03477600480243243,0.08442386862878702,-0.3705035069359366,0.16234094266460639,-1.4369519034547968,-1.5971814802620847,-1.9313471799895927,-0.2588499336421388,-0.463366055183724,-0.3926722995588373,-1.6035232398604014,-1.2701994468859055,-0.09489443158400905,0.3437204099343001,2.397611639945813,0.005879279844664314,0.8859024970181044,1.6747622438175411,0.16316744789161367,0.5524381212424719,-0.32621838819777843,0.17381062130491567,0.0409969757809793,-0.02181896679402902,-0.14567812936847657,0.06757933143087828,0.3874963419055193,0.3132174174611013,0.3442725276376181,0.44885000025139826,-0.1501447870947221,0.496262126973771,-0.08478485629723978,-0.0708800504484078,0.40034668103362486,0.4296004325198366,-0.25815549287094675,-0.224287287255433,-0.24801166950660006,0.5220121322539827,-0.4010535394600653,-0.056923190169402935,-0.2608236296672812,1.0780326280834256,-0.0870503523861242,0.05218143598229614,-0.0689762417842815,0.08496178799861352,0.15258287089440917,0.12689164101854694,0.5067195480367739,0.7229817276531809,0.1383500015134607,0.1545082685900951,0.3123327315588121,-0.2677426431073194,-0.2863863470406019,-0.12432485230878691,-0.17857086525244534,0.1307288679217013,0.062288497320562464,0.5907447590129915,-0.1746093515742132,-0.05830248599250552,0.022073083916410434,-0.012830710297232558,-0.10427661897182475,0.04763778202959517,0.31330381587735284,-0.12020120058739567,-0.35598545186723834,0.07015898504880681,-0.08836045003731662,-0.07195564570669441,0.17151818824086829,2.116457452254567,0.46068160943678915,0.5066242353246309
José Luis Rodríguez,2020,Alavés,La Liga,PAN,FW,21,84.5,-0.8500835651632803,-0.24552706013432707,-0.8005593966228541,-0.3469639460582436,-0.49041346410588627,-0.5523802862299783,-0.2853302578951769,4.30827305248281,0.42319850602320613,3.155545846062859,-1.3116369592890171,-2.0583734750569547,2.7773983964152267,-1.843754540545957,-0.9648808407272236,-1.0674558839956432,-1.746625152134403,-0.00765165919643588,0.037513823116538905,-2.0787905287369846,-0.13504818422041728,-0.1470503580408401,-0.10192089585314693,0.0564476116906228,-0.46417561885671393,0.17792927951570747,-1.0204913011266028,-1.0797899711080028,-0.04054977192361139,-0.8125211932039584,-0.6362847393147149,-0.37322337320850085,-0.4038589393079668,-0.09440354609709754,-0.14567812936847657,-0.09784564981555516,-0.029922937615049112,0.052519596420418445,0.17267511877967076,-0.4125630569680507,-0.3667414845604758,-0.2968398109958408,-0.3419806529164546,-0.27537197024319043,-0.2135930316325098,-0.17224556962385779,-0.4745018458497532,-0.224287287255433,-0.24801166950660006,-0.37671197429532993,-0.46653244638337515,-0.11073010118123154,-0.2608236296672812,-0.3097323687535167,-0.26793472816242153,-0.32773540447329075,-0.1489983776790709,-0.27059960384992754,-0.21495074797351119,3.5629439664186187,0.010048011423572797,0.48731694579498386,-0.312035188380055,0.13468442662730928,0.18950014887922947,-0.4822673293486247,0.7468934884157068,-0.3187303644063555,1.1997910210650515,0.36992811896346506,-0.35462437559775745,-0.006703174550742577,-0.7420472766356655,-0.3845569037223049,-0.18591071198730402,-0.4115668211651586,-0.10427661897182475,1.2956218687610672,-0.44214921089220205,-0.20905575151760059,-0.4263233534590641,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,-0.45835285511517637,-0.39420400672643047,0.29801948254525323,0.010844826808338004
Lucas Pérez,2020,Alavés,La Liga,ESP,FW,30,84.5,0.3421901129371936,0.16596594245069304,-0.11959822587857175,0.11265003048582448,0.5321175376372533,0.3270674560873179,-0.12994177739329643,-0.4824837355237038,-0.23149422525783836,-0.37882248786347167,0.2591781654843409,0.840705284047284,0.9682593715007652,0.5635600393067188,-0.6698364265224904,-0.4010269080475395,0.03902111713243461,-1.2179706178893668,-0.06382025630836946,-0.4707333286874553,-1.9706420037703973,-1.4972189435673549,-0.1300267529296984,0.10255312251985498,2.397611639945813,0.28633210985555574,0.43733925039582033,0.04298287466233513,0.810633345018588,1.6349140683062757,0.3265282971940105,2.6753514920485593,2.075286004156472,-0.04046917119828968,-0.14567812936847657,0.27091420421295265,0.1467315953493456,-0.10349473705874772,0.18569581853463515,1.1106989147075674,0.5989187916410096,0.0500377111883894,0.2534028858919682,0.18047460096601245,0.17063158182449625,-0.03846168079456982,2.1629235835305534,3.1761661272601756,0.5607587896379617,0.12413948091704739,2.069581570987427,0.06918675751457037,3.3279996206195457,0.2851829143456532,0.07228334580745018,-0.13229741443123402,-0.10440270819603722,-0.006397736295803309,-0.13302137876753728,-0.1454679420960481,0.140019394510125,0.061065609925131215,0.289104162348253,-0.08626881191624076,0.17996759825761227,0.03674203935787798,0.07231375342400258,0.1627832882427147,0.01766859367468078,-0.07951494593555969,0.18570601929396055,0.019487138944717902,0.2147464255312546,-0.09130066466746169,0.03604008084877423,-0.04104071058283769,-0.10427661897182475,-0.08158209210166471,-0.1663165953349993,0.17058148778662566,2.297988131893082,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,0.0049960311536139425,-0.30305282047813825,-0.23249365995801663,0.1353249584086226
Saman Ghoddos,2020,Amiens,Ligue 1,IRN,FW,25,83.1,0.3123832709846817,-0.24552706013432707,0.40659904242382827,-0.12810014770392542,0.14866841198357597,-0.06379820716481371,-0.06334671432106188,0.8764988490397485,-0.02786932064680487,0.30461890267476904,0.5957814065072033,0.02140041734391222,1.872828883957996,-0.2388781539775066,0.3838936242086996,0.555896749724097,0.4546456798066116,-0.10470553795954841,0.21991516608137504,-0.8298140626790977,0.14029088871207976,0.22334987338678786,0.4285771564667624,0.6309932081779774,-0.46417561885671393,0.6683165832655953,1.8951698019182435,1.6897163817921639,1.4416339133525748,2.583972339482453,0.43210828823210595,-0.37322337320850085,-0.4038589393079668,0.05128931077240941,-0.14567812936847657,0.8982848649627518,0.5729512591833832,0.2937908333250026,0.41341338980478926,1.8817416333101569,0.6766732554390512,0.42859487301910576,-0.3419806529164546,-0.27537197024319043,0.6315385926605391,0.5009894838396555,1.6424846806198126,2.6020636027315662,0.8443536259613795,2.3291867967221895,2.6877934247966797,0.32127805591806774,3.211827206818829,-0.3097323687535167,-0.13178204055158302,0.02422218798340016,-0.1489983776790709,0.08624447700239615,0.2276806492951271,0.003805149722616476,0.576237281659524,0.520647877321649,0.36573129763080886,-0.2356752875028318,0.16019812135268185,0.24611245193415485,-0.07573257106215794,0.20155451741705555,-0.2353148051831806,-0.0646981415982292,-0.004321865039386518,0.4003691266358424,-0.09955142497878294,0.24918125444296657,-0.07932308737569241,0.335735890275628,-0.10427661897182475,0.25348117259208774,-0.28528472959104506,-0.0307055634311431,2.9620756461679347,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,0.6036478979857427,-0.19722274189895225,-0.33187023930330395,0.5771455981728196
Sehrou Guirassy,2020,Amiens,Ligue 1,GUI,FW,23,83.1,0.4018037968422172,-0.03978055884181702,0.06611845705168715,0.156422790156688,-0.3199916304820296,-0.00516835767699392,-0.08554506867847339,-0.04321663748299186,-0.1361255990476075,-0.15426317382947827,0.37137924582529486,0.4625645763380355,1.1491732739922114,0.16234094266460639,0.1478580928449133,0.06889095960817475,0.0467178682930671,0.28350997709290093,0.040409082528679405,-0.6580797985961383,-0.9610654030179083,-0.6608313242146466,-0.059762110238319684,0.329534098909921,1.6821648252451815,0.5799538983497077,0.22907774303547412,0.9536107458897514,0.49071525023000195,0.06177025597629673,0.21458573145767185,2.00342718286072,2.1731096307648037,0.010713736370959006,-0.14567812936847657,0.14172347971467794,0.27907321993912776,0.3096160159642415,0.07079057201058112,0.17520225523933747,-0.0948887633893341,0.15386622511651665,-0.08411542423940735,-0.12729895596180438,0.2903423460634071,0.2994745667436014,0.0346328627545879,-0.05435312390639688,-0.11665488488759782,0.4367479633739139,-0.2768788086315291,0.019142210492295426,-0.2608236296672812,-0.0005374605566341582,0.12500150302679694,-0.1796054130619245,-0.12002628214818802,-0.09895778671950221,-0.10849801213899225,-0.21316199642244518,0.3795268814291602,0.6540757083680077,0.08328212157446033,0.010646960492294032,0.39952597762104874,2.9141633105388733e-05,-0.009100288472488172,0.18178315022647298,-0.05452583592130026,0.2718795938535508,0.22106798558536428,0.5526924729475081,0.5081606845790285,-0.0035222485006034454,0.031980803811654225,-0.09721399661472789,-0.10427661897182475,0.0994114392698648,0.7462155972159384,0.0911964651776641,-0.22259608409054854,0.9554936866451482,-0.08836045003731662,-0.07195564570669441,0.09807804441427434,0.7072401661753692,0.37521328856263997,0.3746619250142391
Moussa Konaté,2020,Amiens,Ligue 1,SEN,FW,26,83.1,0.01431485145956314,-0.24552706013432707,0.09707123754006348,-0.21564566704565274,-0.44780800569992213,-0.41557730409173216,-0.4185203840396459,1.4461733668112964,-0.17736608605743706,0.16793062456712102,0.5957814065072033,-0.230693387795587,-0.44286906793251546,-1.241925895582788,0.1900072948741609,0.03471511468775868,0.13907888222066234,1.4253203154824583,0.9437300191164377,-1.1732825908450166,-0.8692857120404093,-1.019283161080093,-0.3654133059458172,-0.30530331943104494,-0.46417561885671393,0.5976135931805908,-1.0204913011266028,0.2727596430990555,0.7236269288452147,0.07482536885380864,0.15426434424753085,-0.37322337320850085,1.6117585782448802,-0.09440354609709754,-0.14567812936847657,-0.09784564981555516,-0.14226352982987542,-0.20446963637371504,0.05857929326125157,-0.18738912262974194,-0.17046395610779608,0.021571666759905267,-0.2523391211957511,-0.27537197024319043,-0.22883393063145757,-0.25448112175702314,0.19942232901358506,-0.224287287255433,-0.24801166950660006,-0.37671197429532993,-0.3181917956825216,-0.029464723094962706,-0.2608236296672812,-0.3097323687535167,-0.11426402374171944,-0.1291143852774546,-0.1489983776790709,0.13215764049968207,-0.21495074797351119,-0.22989109008444145,-0.0947256382065807,0.02296387042186688,-0.10490228677633565,-0.015016790366366297,-0.10113396779287975,-0.3588278785707219,-0.1571913078964482,-0.07405241713190935,-0.18389407525246218,0.2834404532550083,0.2164714111594563,-0.04000838102835731,0.18088650375744597,-0.14613098428227606,0.07474290096763869,-0.21059437719328675,-0.10427661897182475,0.09648114914643525,0.2660402714641614,-0.14195657652090404,-0.2669747848691136,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,-0.030266232326125145,0.12455609950489245,0.32523227354573947,-0.09843481458508907
Jack Lahne,2020,Amiens,Ligue 1,SWE,FW,17,83.1,28.956758387348568,-0.24552706013432707,30.152221091753617,7.3570417560137535,-0.49041346410588627,6.326855387007538,7.52849047591367,4.30827305248281,1.9465189949487862,8.925743871892863,9.908471074806396,4.2439716534305205,-2.9756637028127617,4.776360554048901,2.4070553216125843,0.0432590759178633,2.101750428182057,-0.00765165919643588,0.037513823116538905,-2.0787905287369846,-0.04326849324291827,-0.11120517435429547,0.8501650126150349,1.0033838725679294,-0.46417561885671393,1.4007132057491942,1.8951698019182435,-1.0797899711080028,1.4416339133525748,-1.0902583134236308,-1.2662043278105282,-0.37322337320850085,-0.4038589393079668,-0.09440354609709754,-0.14567812936847657,-0.09784564981555516,-0.4018108521152313,-0.6712941142933337,0.33316729946308304,-0.4125630569680507,-0.3667414845604758,-0.2968398109958408,-0.3419806529164546,-0.27537197024319043,-0.46457151399832436,-0.43405920152633515,-0.4745018458497532,-0.224287287255433,-0.24801166950660006,-0.37671197429532993,-0.46653244638337515,-0.11073010118123154,-0.2608236296672812,-0.3097323687535167,-0.26793472816242153,4.189053698720909,-0.1489983776790709,-0.27059960384992754,11.145921781921537,-0.37084104150854164,0.05176722080937972,-0.10893638484869302,0.35115567427573635,1.155979395895274,-0.3346805657623448,-0.5351945798916641,-0.4047829948533039,-0.3187303644063555,-0.2353148051831806,1.568442958694198,-0.35462437559775745,-0.025327397480847714,-0.7420472766356655,2.868632308192755,-0.18591071198730402,1.4754578337515305,-0.10427661897182475,-0.267589175492402,-0.44214921089220205,-0.20905575151760059,-0.4263233534590641,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,-0.45835285511517637,-0.39420400672643047,1.3036328981280374,0.052572252066773476
Isaac Mbenza,2020,Amiens,Ligue 1,BEL,FW,23,83.1,-0.8500835651632803,-0.24552706013432707,-0.8005593966228541,-0.21564566704565274,0.3616957040133968,-0.04425492400220712,-0.15214013175070795,-0.8393882526817822,0.47474911478549314,0.20698441831216338,-1.3116369592890171,-2.0583734750569547,3.247774542892986,-1.4425354439038445,0.13099841203321402,1.7776832056289538,0.4546456798066116,-0.7955007926852307,-0.7471014775734689,-1.0327727384135044,-0.2268278751979163,-0.15899875260302165,-0.052735645969181816,0.08836681149547583,-0.46417561885671393,0.5745078501860276,-1.0204913011266028,-1.0797899711080028,0.9814965384494493,2.081199343138845,0.9689942120133256,-0.37322337320850085,-0.4038589393079668,-0.09440354609709754,-0.14567812936847657,2.6415132658247886,0.652641526576279,0.02379683012225378,0.7745207963424668,2.0563082945269766,1.0679537829388734,0.7006328795247105,0.9684931679528781,-0.27537197024319043,0.7045272329403933,0.5210262413832125,1.764618518685364,1.718828949610629,-0.24801166950660006,-0.37671197429532993,2.2442163491619835,0.48328111483030495,4.51407127050112,3.2257641708072646,0.4809050536971902,-0.32773540447329075,-0.1489983776790709,-0.27059960384992754,-0.21495074797351119,0.14429747143430074,0.6745754180689262,0.603975206138312,0.5515704954079811,-0.20200622258190987,0.829261083208853,1.2945760817391243,0.8017352257142312,0.3966613481008346,0.1405462445484992,-0.24249979364619503,0.6087075284377623,0.7356051393777358,0.7035683895923203,-0.0360009167314056,0.1072052556946279,-0.007204395111582347,-0.10427661897182475,0.14182324085969703,-0.44214921089220205,-0.20905575151760059,2.4855820368453876,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,0.37607630803554565,-0.39420400672643047,-0.3981744205505205,0.6755031005677034
Mahdi Talal,2020,Amiens,Ligue 1,FRA,FW,21,83.1,-0.8500835651632803,-0.24552706013432707,-0.8005593966228541,-0.7409187830960161,-0.49041346410588627,-0.9041593831568967,-0.6849006363285839,0.018555298178983146,-0.6310114431655625,-0.837704564367719,-0.07742507553852165,0.02140041734391222,-0.11722404344791226,-0.03826860565645012,0.2995952201502044,1.7776832056289538,2.101750428182057,2.3787319480377387,0.037513823116538905,1.0436506364077323,-0.13504818422041728,-0.1470503580408401,-0.0703018066420265,0.07063392271500193,-0.46417561885671393,0.6364732518532651,-1.0204913011266028,-1.0797899711080028,1.7921503254111326,5.332412591656294,-0.045735125099889806,-0.37322337320850085,-0.4038589393079668,-0.09440354609709754,-0.14567812936847657,-0.09784564981555516,-0.11723575232378751,-0.4058957536982913,-0.152321547104239,0.7395769070629623,-0.3667414845604758,-0.2968398109958408,-0.3419806529164546,-0.27537197024319043,-0.14905570759558606,-0.10492206427750644,-0.4745018458497532,-0.224287287255433,-0.24801166950660006,-0.37671197429532993,-0.46653244638337515,-0.11073010118123154,-0.2608236296672812,-0.3097323687535167,-0.26793472816242153,-0.32773540447329075,-0.1489983776790709,-0.27059960384992754,-0.21495074797351119,1.7927407128513966,0.3730051330800931,-0.16596931212765342,0.23892337444167938,-0.5723659367120509,0.9689340810853966,0.04700517608176866,-0.4047829948533039,-0.3187303644063555,-0.2353148051831806,1.3656173704320738,2.3427049557016986,0.4458654426508135,-0.0674266323959388,-0.3845569037223049,-0.18591071198730402,-0.6265443134974397,-0.10427661897182475,1.4519429731864142,-0.44214921089220205,-0.20905575151760059,-0.4263233534590641,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,0.41779776619308173,-0.39420400672643047,-0.3981744205505205,0.3738734265567267
Rachid Alioui,2020,Angers,Ligue 1,MAR,FW,27,83.1,0.1931559031746342,-0.10836272593932038,0.2827879204703223,-0.08432738803306188,-0.19217525526413717,-0.1810579061404532,-0.018950005606238968,0.04600949180652754,0.22988372316463,0.40225338703737495,-0.18962615587947573,-0.3567402903653363,2.0899255669477306,-0.8407067989406756,0.1478580928449133,-0.16179599360463068,0.192956140345093,0.28350997709290093,1.5343629391930491,0.0913060810385935,-0.7775060210629102,-0.3023794873492002,-0.014090092488923518,-0.10314838733364237,-0.46417561885671393,0.582469143762118,0.8017968882764261,0.6054285172133252,0.5872702635261489,-0.02421165819073389,0.1952804964899566,-0.37322337320850085,-0.4038589393079668,-0.07287120448682492,-0.14567812936847657,1.5215834212347825,0.1990194929338824,0.2252531307110324,0.16713028336258554,0.029717159550572286,0.09588578019939127,0.09627802480752434,-0.02505224326283476,-0.09338331993318236,0.2220235829481336,0.1921542097940131,0.4400563375918457,-0.015430263715126935,-0.24801166950660006,0.02320012813912107,-0.029482736544967962,-0.04688244648517389,-0.1752848854544116,-0.3097323687535167,-0.06671098639592316,-0.11966834405743512,-0.1489983776790709,0.09857306328904074,-0.14953305586279114,-0.010936207130049065,0.2455493450198457,0.30594805735334146,0.21759708330238636,0.09442372135718588,0.18306982550008302,-0.01073056427388203,-0.015732973633830055,0.027294033965644386,0.007083107887538049,0.007347740016429592,-0.061248824528718764,0.325422843191306,0.19024996684341944,-0.12230364671571653,-0.020505540205177364,-0.1181906272145793,-0.10427661897182475,-0.003553528862257534,0.346087280559677,-0.07726146665524718,0.043158513691749584,-0.1145622011971552,-0.08836045003731662,-0.07195564570669441,-0.009907239602312327,0.23171246913132415,0.21917986587989696,0.2463925382959748
