player_url,season_end_year,target_market_value,method,tm_url,fbref_url,fbref_player_name,player,squad,comp,nation,age,gls_per,ast_per,g_minus_pk_per,xg_per,xag_per,xg_xag_per,npxg_per,sot_percent_standard,sh_per_90_standard,sot_per_90_standard,g_per_sh_standard,g_per_sot_standard,dist_standard,npxg_per_sh_expected,cmp_percent_total,cmp_percent_short,cmp_percent_medium,cmp_percent_long,succ_percent_take,ppm_team_success,plus_per_minus_team_success,xgplus_per_minus_team_success_xg,xgplus_per_minus_90_team_success_xg,on_minus_off_team_success_xg,ga90,save_percent,cs_percent,per_90_expected,cmp_percent_launched,launch_percent_passes,avglen_passes,launch_percent_goal,avglen_goal,stp_percent_crosses,avgdist_sweeper,position_group_model,league_strength,pk_success_rate,pass_cmp_pct,tklw_win_rate,aerial_win_pct,avrg_dist_pass,avrg_prg_dist_pass,avrg_dist_per_carry,pk_p90,pkatt_p90,crdy_p90,crdr_p90,fk_standard_p90,att_total_p90,att_short_p90,att_medium_p90,att_long_p90,kp_p90,final_third_p90,ppa_p90,crspa_p90,att_p90,live_pass_p90,dead_pass_p90,fk_pass_p90,tb_pass_p90,sw_pass_p90,crs_pass_p90,ti_pass_p90,ck_pass_p90,off_outcomes_p90,blocks_outcomes_p90,tkl_tackles_p90,def_3rd_tackles_p90,mid_3rd_tackles_p90,att_3rd_tackles_p90,att_challenges_p90,sh_blocks_p90,pass_blocks_p90,int_p90,err_p90,touches_touches_p90,def_pen_touches_p90,def_3rd_touches_p90,mid_3rd_touches_p90,att_3rd_touches_p90,att_pen_touches_p90,carries_carries_p90,prgdist_carries_p90,prgc_carries_p90,final_third_carries_p90,cpa_carries_p90,mis_carries_p90,dis_carries_p90,rec_receiving_p90,prgr_receiving_p90,ong_team_success_p90,onga_team_success_p90,onxg_team_success_xg_p90,2crdy_p90,fls_p90,fld_p90,off_p90,crs_p90,pkwon_p90,pkcon_p90,og_p90,recov_p90,won_aerial_p90,lost_aerial_p90,sota_p90,saves_p90,ga_goals_p90,fk_goals_p90,ck_goals_p90,og_goals_p90,cmp_launched_p90,att_passes_p90,thr_passes_p90,att_goal_p90,stp_crosses_p90,att_gk_passes_p90,live_touches_p90,name_key
https://www.transfermarkt.com/aaron-ciammaglichella/profil/spieler/724108,2024,1000000.0,Method 1: June,https://www.transfermarkt.com/aaron-ciammaglichella/profil/spieler/724108,https://fbref.com/en/players/20525799/Aaron-Ciammaglichella,Aaron Ciammaglichella,Aaron Ciammaglichella,Torino,Serie A,ITA,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aaron ciammaglichella
https://www.transfermarkt.com/aaron-ciammaglichella/profil/spieler/724108,2025,1000000.0,Method 4: Oct-Mar,https://www.transfermarkt.com/aaron-ciammaglichella/profil/spieler/724108,https://fbref.com/en/players/20525799/Aaron-Ciammaglichella,Aaron Ciammaglichella,Aaron Ciammaglichella,Torino,Serie A,ITA,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,3.0,0.0,0.1,9.23,9.65,,,,,,,,,,,,MF,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aaron ciammaglichella
https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207,2020,4000000.0,Method 3: Apr-May,https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207,https://fbref.com/en/players/27c01749/Aaron-Connolly,Aaron Connolly,Aaron Connolly,Brighton,Premier League,IRL,19.0,0.21,0.07,0.21,0.28,0.04,0.32,0.28,34.2,2.72,0.93,0.08,0.23,16.2,0.11,77.3,82.6,79.5,63.6,30.0,1.13,-5.0,-1.5,-0.11,0.23,,,,,,,,,,,,FW,91.2,0.0,0.7730061349693251,0.8571428571428571,0.3103448275862069,10.668711656441715,1.4846625766871169,5.808080808080808,0.0,0.0,0.0,0.0,0.0,11.661367249602543,6.5818759936407,2.7901430842607318,0.7869634340222575,0.4292527821939586,0.4292527821939586,0.1430842607313195,0.0,11.089030206677265,10.087440381558029,1.0015898251192368,0.0,0.0715421303656597,0.0,0.643879173290938,0.0,0.0,0.0,0.7869634340222575,0.5007949125596184,0.0715421303656597,0.2861685214626391,0.1430842607313195,0.7154213036565977,0.0,0.7869634340222575,0.0,0.0,22.750397456279806,0.0715421303656597,1.2162162162162162,9.372019077901433,12.376788553259145,3.934817170111288,14.165341812400635,29.833068362480127,1.5023847376788553,0.5007949125596184,0.8585055643879173,3.791732909379968,1.4308426073131957,16.09697933227345,6.152623211446741,1.2162162162162162,1.573926868044515,1.2806041335453098,0.0,1.1446740858505564,2.718600953895072,1.0015898251192368,0.643879173290938,0.1430842607313195,0.0,0.0,2.217806041335453,1.287758346581876,2.861685214626391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.750397456279806,aaron connolly
https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207,2021,7000000.0,Method 1: June,https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207,https://fbref.com/en/players/27c01749/Aaron-Connolly,Aaron Connolly,Aaron Connolly,Brighton,Premier League,IRL,20.0,0.23,0.11,0.23,0.45,0.02,0.48,0.45,34.8,2.62,0.91,0.09,0.25,14.0,0.17,78.2,80.4,86.7,80.0,45.5,0.88,-6.0,8.7,0.99,0.75,,,,,,,,,,,,FW,91.2,0.0,0.7821782178217822,0.5,0.1842105263157894,11.356435643564357,1.6336633663366336,6.150943396226415,0.0,0.0,0.0,0.0,0.0,11.491782553729458,6.371681415929204,3.413400758533502,0.5689001264222503,0.5689001264222503,0.2275600505689001,0.11378002528445,0.0,10.695322376738304,10.126422250316056,0.5689001264222503,0.0,0.0,0.0,0.2275600505689001,0.0,0.0,0.0,0.11378002528445,0.6826801517067004,0.11378002528445,0.3413400758533502,0.2275600505689001,0.2275600505689001,0.0,0.4551201011378002,0.0,0.0,19.79772439949431,0.11378002528445,1.3653603034134008,6.485461441213654,12.288242730720606,3.982300884955752,12.060682680151707,31.40328697850822,1.3653603034134008,1.251580278128951,0.5689001264222503,3.0720606826801515,0.9102402022756004,15.246523388116309,6.599241466498103,1.251580278128951,1.934260429835651,1.820480404551201,0.0,0.6826801517067004,1.820480404551201,0.9102402022756004,0.2275600505689001,0.11378002528445,0.0,0.0,1.3653603034134008,0.7964601769911505,3.5271807838179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79772439949431,aaron connolly
https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207,2022,6000000.0,Method 3: Apr-May,https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207,https://fbref.com/en/players/27c01749/Aaron-Connolly,Aaron Connolly,Aaron Connolly,Brighton,Premier League,IRL,21.0,,,,,,,,,,,,,,,83.3,81.8,85.7,,,,,,,,,,,,,,,,,,,FW,91.2,0.0,0.8333333333333334,0.0,0.0,11.77777777777778,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aaron connolly
https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,2020,6500000.0,Method 3: Apr-May,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,https://fbref.com/en/players/4f974391/Aaron-Cresswell,Aaron Cresswell,Aaron Cresswell,West Ham,Premier League,ENG,29.0,0.1,0.0,0.1,0.05,0.11,0.15,0.05,29.4,0.56,0.17,0.18,0.6,21.7,0.08,73.8,91.2,79.0,41.6,32.4,0.97,-10.0,-10.9,-0.36,0.2,,,,,,,,,,,,DF,91.2,0.0,0.7382510410469958,0.6046511627906976,0.5357142857142857,12.867340868530636,6.366448542534206,4.014989293361884,0.0,0.0,0.231023102310231,0.0,0.231023102310231,55.47854785478548,22.40924092409241,19.768976897689768,10.396039603960396,0.759075907590759,3.7623762376237626,0.7260726072607261,0.4950495049504951,56.27062706270627,43.366336633663366,12.673267326732672,1.485148514851485,0.0,0.165016501650165,4.191419141914191,10.56105610561056,0.627062706270627,0.231023102310231,1.749174917491749,1.419141914191419,0.693069306930693,0.594059405940594,0.132013201320132,1.518151815181518,0.33003300330033,0.759075907590759,1.155115511551155,0.066006600660066,65.18151815181518,3.3003300330033,17.88778877887789,30.42904290429043,17.16171617161716,0.792079207920792,30.825082508250823,59.66996699669967,1.419141914191419,1.089108910891089,0.066006600660066,0.594059405940594,0.33003300330033,34.42244224422442,3.201320132013201,1.353135313531353,1.683168316831683,1.2772277227722773,0.0,0.528052805280528,0.5610561056105611,0.066006600660066,4.191419141914191,0.0,0.0,0.0,5.676567656765676,1.485148514851485,1.2871287128712872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.18151815181518,aaron cresswell
https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,2021,5000000.0,Method 1: June,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,https://fbref.com/en/players/4f974391/Aaron-Cresswell,Aaron Cresswell,Aaron Cresswell,West Ham,Premier League,ENG,30.0,0.0,0.23,0.0,0.03,0.18,0.21,0.03,21.1,0.54,0.11,0.0,0.0,25.4,0.05,74.8,89.0,83.7,48.6,40.0,1.81,19.0,9.7,0.28,1.35,,,,,,,,,,,,DF,91.2,0.0,0.747695293546822,0.40625,0.546875,14.984958757884522,7.163512857836002,4.530487804878049,0.0,0.0,0.085173501577287,0.0,0.3123028391167192,58.51419558359621,20.89589905362776,20.89589905362776,14.706624605678233,1.7034700315457414,4.230283911671924,0.6813880126182965,0.4826498422712933,60.78548895899054,47.44164037854889,12.690851735015771,2.867507886435331,0.056782334384858,0.5678233438485805,5.876971608832808,7.353312302839116,2.4700315457413247,0.6529968454258674,1.249211356466877,0.9085173501577288,0.4258675078864353,0.4258675078864353,0.056782334384858,0.9085173501577288,0.3974763406940063,0.4258675078864353,0.9085173501577288,0.056782334384858,67.17350157728707,4.798107255520505,21.5205047318612,30.40694006309148,15.757097791798106,0.3974763406940063,32.59305993690852,71.65930599369085,0.9936908517350158,0.8801261829652997,0.0,0.3690851735015773,0.2555205047318612,38.29968454258675,2.725552050473186,1.7034700315457414,1.16403785488959,1.482018927444795,0.0,0.3690851735015773,0.5110410094637224,0.0,5.876971608832808,0.0,0.0,0.0,5.53627760252366,0.9936908517350158,0.8233438485804417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.17350157728707,aaron cresswell
https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,2022,3000000.0,Method 1: June,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,https://fbref.com/en/players/4f974391/Aaron-Cresswell,Aaron Cresswell,Aaron Cresswell,West Ham,Premier League,ENG,31.0,0.07,0.1,0.07,0.04,0.1,0.14,0.04,16.7,0.59,0.1,0.11,0.67,20.5,0.06,80.2,92.7,88.1,46.9,47.1,1.45,6.0,-2.4,-0.08,-0.12,,,,,,,,,,,,DF,91.2,0.0,0.8016609672691744,0.6428571428571429,0.5714285714285714,14.552515876893017,6.073277967757695,4.399233716475096,0.0,0.0,0.099046221570066,0.0,0.264123257520176,67.58253851797505,26.115187087307408,26.64343360234776,12.61188554658841,1.1555392516507703,4.192956713132795,0.7923697725605282,0.264123257520176,69.20029347028614,57.31474688187821,11.555392516507704,2.2120322817314744,0.0,0.198092443140132,4.787234042553192,7.659574468085106,1.683785766691123,0.3301540719002201,1.4526779163609684,0.9244314013206162,0.5942773294203962,0.198092443140132,0.132061628760088,0.8253851797505503,0.5942773294203962,0.4292002934702861,1.1555392516507703,0.0,76.33162142333089,4.159941305942773,22.252384446074835,35.59060895084373,19.01687454145268,0.7263389581804842,43.08510638297872,90.03301540719002,1.7828319882611885,1.4856933235509904,0.066030814380044,0.4622157006603081,0.132061628760088,49.42406456346295,3.268525311812179,1.4526779163609684,1.2545854732208364,1.2743947175348496,0.0,0.4622157006603081,0.3301540719002201,0.066030814380044,4.787234042553192,0.0,0.033015407190022,0.0,5.381511371973588,1.0564930300807045,0.7923697725605282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.33162142333089,aaron cresswell
https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,2023,1200000.0,Method 1: June,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,https://fbref.com/en/players/4f974391/Aaron-Cresswell,Aaron Cresswell,Aaron Cresswell,West Ham,Premier League,ENG,32.0,0.0,0.04,0.0,0.01,0.15,0.16,0.01,11.1,0.36,0.04,0.0,0.0,22.5,0.04,77.8,93.4,77.9,48.5,28.6,1.11,-6.0,-0.6,-0.03,0.22,,,,,,,,,,,,DF,91.2,0.0,0.7783149171270718,0.5238095238095238,0.509090909090909,12.627762430939226,5.93024861878453,4.565274151436031,0.0,0.0,0.1208053691275167,0.0,0.1610738255033557,58.30872483221477,26.97986577181208,20.013422818791945,8.295302013422818,1.610738255033557,3.664429530201342,1.12751677852349,0.6040268456375839,58.30872483221477,46.59060402684563,11.597315436241612,1.610738255033557,0.0402684563758389,0.2013422818791946,5.355704697986577,7.731543624161073,2.25503355704698,0.1208053691275167,1.4093959731543624,0.8456375838926173,0.4832214765100671,0.2818791946308725,0.0805369127516778,1.248322147651007,0.4429530201342282,0.4026845637583892,1.087248322147651,0.0,64.71140939597316,3.906040268456376,20.416107382550337,26.899328859060404,17.63758389261745,0.5234899328859061,30.84563758389261,70.51006711409396,1.4093959731543624,1.046979865771812,0.0402684563758389,0.2416107382550335,0.2416107382550335,38.65771812080537,3.302013422818792,1.046979865771812,1.2885906040268458,1.3006711409395972,0.0,0.3624161073825503,0.3624161073825503,0.0805369127516778,5.355704697986577,0.0,0.0,0.0,4.832214765100671,1.12751677852349,1.087248322147651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71140939597316,aaron cresswell
https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,2025,700000.0,Method 4: Oct-Mar,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,https://fbref.com/en/players/4f974391/Aaron-Cresswell,Aaron Cresswell,Aaron Cresswell,West Ham,Premier League,ENG,34.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.0,0.55,0.0,0.0,,23.8,0.05,82.6,92.0,88.0,54.2,,1.78,0.0,-3.0,-0.32,0.01,,,,,,,,,,,,DF,91.2,0.0,0.8262295081967214,0.0,1.0,15.244262295081969,5.942622950819672,3.2666666666666666,0.0,0.0,0.3276699029126214,0.0,0.2184466019417475,66.62621359223301,27.19660194174757,26.32281553398058,11.686893203883496,0.983009708737864,5.679611650485437,0.5461165048543689,0.2184466019417475,66.62621359223301,55.81310679611651,10.70388349514563,3.604368932038835,0.1092233009708737,0.5461165048543689,3.932038834951456,5.679611650485437,1.4199029126213591,0.1092233009708737,1.0922330097087378,0.1092233009708737,0.0,0.1092233009708737,0.0,0.1092233009708737,0.0,0.1092233009708737,0.0,0.0,3.822815533980583,0.0,0.6553398058252428,2.075242718446602,1.0922330097087378,0.0,1.6383495145631066,2.184466019417476,0.1092233009708737,0.2184466019417475,0.0,0.0,0.0,2.2936893203883493,0.1092233009708737,0.8737864077669902,0.8737864077669902,1.0594660194174756,0.0,0.1092233009708737,0.0,0.0,0.3276699029126214,0.0,0.0,0.0,0.3276699029126214,0.1092233009708737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.822815533980583,aaron cresswell
