player,season_end_year,age,position_group_model,comp,target_market_value,predicted_log_value,expected_market_value_raw,undervaluation_raw
Mohamed Salah,2025,32.0,FW,Premier League,55000000.0,19.027543685675163,183466689.47327796,128466689.47327796
Aymeric Laporte,2022,27.0,DF,Premier League,45000000.0,18.4978970970035,108027576.2070655,63027576.20706549
Riyad Mahrez,2022,30.0,FW,Premier League,35000000.0,18.30157834092048,88771688.12062058,53771688.12062058
JoÃ«l Matip,2022,29.0,DF,Premier League,18000000.0,18.06220467284609,69874033.57220231,51874033.57220231
Gabriel Jesus,2022,24.0,FW,Premier League,50000000.0,18.420667954380587,99998720.05100076,49998720.05100076
Erling Haaland,2023,22.0,FW,Premier League,180000000.0,19.234250156319874,225594602.4264173,45594602.42641729
Jordan Henderson,2022,31.0,MF,Premier League,15000000.0,17.82131774601583,54916133.16084133,39916133.16084133
John Stones,2021,26.0,DF,Premier League,30000000.0,18.028089869359334,67530496.54992807,37530496.54992807
William Saliba,2024,23.0,DF,Premier League,80000000.0,18.581831825347138,117486244.52644904,37486244.52644904
Ä°lkay GÃ¼ndoÄan,2023,31.0,MF,Premier League,20000000.0,17.85473341877677,56782196.983149834,36782196.983149834
Trevoh Chalobah,2022,22.0,DF,Premier League,20000000.0,17.800518282722187,53785703.95783499,33785703.95783499
Harry Kane,2025,31.0,FW,Bundesliga,90000000.0,18.615740809258398,121538397.6708427,31538397.670842707
Oleksandr Zinchenko,2022,24.0,DF,Premier League,25000000.0,17.847300278360347,56361691.705903545,31361691.705903545
Gabriel Jesus,2020,22.0,FW,Premier League,56000000.0,18.283338311859747,87167167.66605397,31167167.666053966
Sidnei Tavares,2021,18.0,MF,Premier League,300000.0,17.20492684495212,29648639.920932166,29348639.920932166
RÃºben Dias,2022,24.0,DF,Premier League,75000000.0,18.458140239021702,103816993.5228529,28816993.522852898
Ä°lkay GÃ¼ndoÄan,2022,30.0,MF,Premier League,25000000.0,17.789533165612923,53198095.07528557,28198095.07528557
Chris Wood,2025,32.0,FW,Premier League,7000000.0,17.319160614358044,33236545.091609918,26236545.091609918
Robert Lewandowski,2020,30.0,FW,Bundesliga,60000000.0,18.272600673122653,86236205.21316972,26236205.213169724
Robert Lewandowski,2025,35.0,FW,La Liga,15000000.0,17.532441914785927,41137961.49309072,26137961.49309072
Neco Williams,2022,20.0,DF,Premier League,15000000.0,17.52159861540377,40694299.974172466,25694299.974172466
Anthony Elanga,2021,18.0,FW,Premier League,800000.0,17.06788816190698,25851731.08527348,25051731.08527348
Raheem Sterling,2022,26.0,FW,Premier League,70000000.0,18.362335497539043,94332420.19097604,24332420.19097604
Bukayo Saka,2024,22.0,FW,Premier League,140000000.0,18.912687219567115,163559470.06521788,23559470.065217882
JoÃ£o Cancelo,2022,27.0,DF,Premier League,65000000.0,18.295686302741135,88250179.82121015,23250179.821210146
Callum Wilson,2023,30.0,FW,Premier League,16000000.0,17.477479105166417,38937917.605858594,22937917.605858594
Danny Welbeck,2025,33.0,FW,Premier League,5000000.0,17.13071358730778,27527981.40543839,22527981.40543839
Granit Xhaka,2023,29.0,MF,Premier League,20000000.0,17.560542470053367,42310356.40918918,22310356.40918918
Ryan Gravenberch,2025,22.0,MF,Premier League,47500000.0,18.042321254420816,68498420.17459793,20998420.174597934
Anthony Martial,2023,26.0,FW,Premier League,15000000.0,17.3862358706152,35542362.13047518,20542362.13047518
Daniel Parejo,2025,35.0,MF,La Liga,2000000.0,16.927199262604148,22458937.909767922,20458937.909767922
Hianga Mananga Mbock,2020,19.0,MF,Ligue 1,725000.0,16.866677537157447,21139998.97359785,20414998.97359785
David Silva,2020,33.0,MF,Premier League,12000000.0,17.287410060547376,32197843.283217605,20197843.283217605
Jamie Vardy,2021,33.0,FW,Premier League,7000000.0,17.111466213260638,27003206.50138957,20003206.50138957
Curtis Jones,2020,18.0,MF,Premier League,5000000.0,17.031954178164376,24939267.76862833,19939267.76862833
Eric GarcÃ­a,2020,18.0,DF,Premier League,16000000.0,17.38270111808971,35416950.4528394,19416950.452839397
Karim Benzema,2021,32.0,FW,La Liga,25000000.0,17.605183813793175,44241941.11734754,19241941.11734754
Neco Williams,2020,18.0,DF,Premier League,4000000.0,16.948532473379476,22943206.32139114,18943206.32139114
Mohamed Salah,2022,29.0,FW,Premier League,90000000.0,18.506136107912873,108921293.2107089,18921293.2107089
Kyle Walker,2024,34.0,DF,Premier League,13000000.0,17.265544708358938,31501467.07794621,18501467.07794621
Brandon Williams,2020,18.0,DF,Premier League,11000000.0,17.19484189287248,29351137.468490478,18351137.468490478
Rhys Williams,2021,19.0,DF,Premier League,5000000.0,16.942965678481983,22815841.029084213,17815841.029084213
Kieran Trippier,2023,31.0,DF,Premier League,11000000.0,17.170830633721902,28654773.421676688,17654773.421676688
Jarell Quansah,2024,21.0,DF,Premier League,22000000.0,17.495395435009378,39641829.12524858,17641829.12524858
Jamie Vardy,2020,32.0,FW,Premier League,16000000.0,17.320562623755414,33283175.72221944,17283175.72221944
Robert Lewandowski,2022,32.0,FW,Bundesliga,45000000.0,17.943677118927607,62064026.945298,17064026.945298
Divock Origi,2022,26.0,FW,Premier League,12000000.0,17.183158491577625,29010211.803056426,17010211.803056426
Virgil van Dijk,2022,30.0,DF,Premier League,55000000.0,18.091331625179663,71939180.97116365,16939180.971163645
Jack Grealish,2023,26.0,FW,Premier League,75000000.0,18.33632893563194,91910783.94210862,16910783.942108616
Jacob Murphy,2025,29.0,FW,Premier League,14000000.0,17.23573395277253,30576243.832501166,16576243.832501166
Edinson Cavani,2021,33.0,FW,Premier League,6000000.0,16.932148943571494,22570378.061317522,16570378.061317522
Florin Andone,2020,26.0,FW,Premier League,2800000.0,16.775917964699893,19305834.48093832,16505834.48093832
AdriÃ¡n,2020,32.0,GK,Premier League,4000000.0,16.83445190458151,20469608.987659924,16469608.987659924
Jordan Henderson,2020,29.0,MF,Premier League,28000000.0,17.60525951996987,44245290.63242268,16245290.632422678
Ellis Simms,2023,21.0,FW,Premier League,4000000.0,16.81712903265228,20118070.177124225,16118070.177124225
William Osula,2025,20.0,FW,Premier League,7000000.0,16.937238578041157,22685545.873000976,15685545.873000976
Nampalys Mendy,2023,30.0,MF,Premier League,2500000.0,16.681901285137208,17573475.128613103,15073475.128613103
Mitchel Bakker,2021,20.0,DF,Ligue 1,10000000.0,17.033185865493316,24970004.07483739,14970004.07483739
Ä°lkay GÃ¼ndoÄan,2021,29.0,MF,Premier League,40000000.0,17.819685914189048,54826592.34296174,14826592.342961743
Danilo Cataldi,2020,24.0,MF,Serie A,3200000.0,16.70626842599121,18006950.324255913,14806950.324255913
Shandon Baptiste,2024,26.0,MF,Premier League,2500000.0,16.665554044128807,17288532.636239413,14788532.636239413
Jeff Hendrick,2022,29.0,MF,Premier League,3000000.0,16.692924849817874,17768269.169139862,14768269.169139862
Conor Bradley,2024,20.0,DF,Premier League,15000000.0,17.20797733453871,29739220.879211403,14739220.879211403
Kyle Walker,2023,32.0,DF,Premier League,13000000.0,17.136311206754403,27682504.65276715,14682504.652767152
Kyle Walker,2020,29.0,DF,Premier League,40000000.0,17.815053521615567,54573201.395429835,14573201.395429835
Trent Alexander-Arnold,2022,22.0,DF,Premier League,80000000.0,18.364025542294222,94491980.99912786,14491980.999127865
Carlos Dominguez,2023,21.0,DF,La Liga,800000.0,16.536223707675838,15191150.948525332,14391150.948525332
Myles Lewis-Skelly,2025,17.0,DF,Premier League,7500000.0,16.900196311831117,21860595.154778186,14360595.154778186
Henrikh Mkhitaryan,2024,35.0,MF,Serie A,6000000.0,16.826690334278325,20311347.643433854,14311347.643433854
Thiago Silva,2022,36.0,DF,Premier League,2500000.0,16.636897503821082,16800134.39926521,14300134.399265211
Sadio ManÃ©,2022,29.0,FW,Premier League,70000000.0,18.249380297529775,84256837.87811105,14256837.87811105
Virgil van Dijk,2025,33.0,DF,Premier League,28000000.0,17.557662882675217,42188695.28900977,14188695.289009772
Nampalys Mendy,2020,27.0,MF,Premier League,5500000.0,16.776177561503197,19310846.864685524,13810846.864685524
Olivier Giroud,2022,34.0,FW,Serie A,3500000.0,16.66120017864396,17213424.310776863,13713424.310776863
MoisÃ©s Caicedo,2022,19.0,MF,Premier League,6000000.0,16.793245893428356,19643279.79303361,13643279.793033611
Michael Obafemi,2020,19.0,FW,Premier League,4500000.0,16.698542047344887,17868357.898300137,13368357.898300137
Dan Gosling,2022,31.0,MF,Premier League,1000000.0,16.48024108387281,14364077.277473332,13364077.277473332
John Stones,2022,27.0,DF,Premier League,28000000.0,17.536958456185722,41324183.025861874,13324183.025861874
Eric Maxim Choupo-Moting,2023,33.0,FW,Bundesliga,5000000.0,16.708222658747193,18042174.505283143,13042174.505283143
Moreto CassamÃ£,2020,21.0,MF,Ligue 1,1300000.0,16.473687441255695,14270248.039397271,12970248.039397271
Caio Henrique Oliveira Silva,2021,23.0,DF,Ligue 1,800000.0,16.431711128545224,13683633.689499443,12883633.689499443
Divock Origi,2020,24.0,FW,Premier League,16000000.0,17.178559111589745,28877089.186271884,12877089.186271884
Karim Benzema,2022,33.0,FW,La Liga,30000000.0,17.57146928539415,42775208.925313175,12775208.925313175
Granit Xhaka,2024,31.0,MF,Bundesliga,20000000.0,17.304851356018595,32764341.267668966,12764341.267668966
Ben Johnson,2020,19.0,DF,Premier League,1000000.0,16.43225713092389,13691107.026632972,12691107.026632972
Fabian SchÃ¤r,2023,30.0,DF,Premier League,10000000.0,16.926744923726268,22448736.258344203,12448736.258344203
Oleksandr Zinchenko,2021,23.0,DF,Premier League,28000000.0,17.512027447438253,40306665.99842405,12306665.998424053
Borja Iglesias,2021,27.0,FW,La Liga,10000000.0,16.915888356081116,22206338.21000554,12206338.21000554
Gerard Moreno,2025,32.0,FW,La Liga,5000000.0,16.659723957675105,17188032.238153577,12188032.238153577
Joe Gomez,2020,22.0,DF,Premier League,40000000.0,17.7701144399821,52175021.385926455,12175021.385926455
Borja Mayoral,2025,27.0,FW,La Liga,9000000.0,16.868039355678338,21168807.428585093,12168807.428585093
Chris Wood,2023,30.0,FW,Premier League,8000000.0,16.817086607823267,20117216.68949915,12117216.689499151
Callum Wilson,2024,32.0,FW,Premier League,13000000.0,17.038132156335546,25093818.94200567,12093818.942005672
Reiss Nelson,2023,22.0,FW,Premier League,12000000.0,16.99635530239449,24067074.495408162,12067074.495408162
El Bilal TourÃ©,2020,17.0,FW,Ligue 1,3500000.0,16.55998186210648,15556386.160192214,12056386.160192214
Stefan Bajcetic,2023,17.0,MF,Premier League,13000000.0,17.03318707884157,24970034.37216787,11970034.37216787
Joselu,2024,34.0,FW,La Liga,5000000.0,16.642551007500337,16895383.017067157,11895383.017067157
Olivier Giroud,2021,33.0,FW,Premier League,4000000.0,16.575682310107617,15802555.83820277,11802555.83820277
Timothy Fosu-Mensah,2020,21.0,DF,Premier League,6300000.0,16.702645745950672,17941834.918456532,11641834.918456532
Jack Grealish,2022,25.0,FW,Premier League,70000000.0,18.216667617320507,81545165.69832067,11545165.698320672
Kristoffer Askildsen,2020,18.0,MF,Serie A,1000000.0,16.3394222193337,12477307.334691878,11477307.334691878
GaÃ«tan Laborde,2025,30.0,FW,Ligue 1,6500000.0,16.703601712542927,17958994.9150832,11458994.9150832
Alfie Dorrington,2025,19.0,DF,Premier League,700000.0,16.309722008195486,12112177.696147667,11412177.696147667
Dean Huijsen,2025,19.0,DF,Premier League,15000000.0,17.086908816069194,26348154.119734533,11348154.119734533
Alexis SÃ¡nchez,2021,31.0,FW,Serie A,7500000.0,16.751242455038184,18835282.580574557,11335282.580574557
Daniel James,2021,22.0,FW,Premier League,18000000.0,17.193858812028807,29322297.105049305,11322297.105049305
Felipe Caicedo,2021,31.0,FW,Serie A,4000000.0,16.543365294446616,15300028.19371232,11300028.19371232
Wataru Endo,2024,31.0,MF,Premier League,13000000.0,17.004450107777647,24262683.42768484,11262683.42768484
Angelo Ogbonna,2022,33.0,DF,Premier League,1200000.0,16.335475837851526,12428164.148791244,11228164.148791244
Gonzalo Villar,2020,21.0,MF,Serie A,3000000.0,16.468261228865366,14193024.342815926,11193024.342815926
Olivier Giroud,2024,37.0,FW,Serie A,3000000.0,16.46284497456374,14116359.114854813,11116359.114854813
Pablo Busto,2024,18.0,DF,La Liga,500000.0,16.260061265169707,11525369.169613937,11025369.169613937
Jimmy Dunne,2021,22.0,DF,Premier League,600000.0,16.261098833362276,11537333.733061375,10937333.733061375
Patrik Schick,2025,28.0,FW,Bundesliga,22000000.0,17.30785549883664,32862918.02637434,10862918.02637434
Alfie Gilchrist,2024,20.0,DF,Premier League,5000000.0,16.579175210129463,15857849.100029467,10857849.100029467
Robert Lewandowski,2024,35.0,FW,La Liga,15000000.0,17.065955087924827,25801806.044531103,10801806.044531103
MiloÅ¡ PantoviÄ,2024,27.0,MF,Bundesliga,800000.0,16.265315892630518,11586090.0893952,10786090.0893952
Bobby Adekanye,2020,20.0,FW,Serie A,800000.0,16.26071817174877,11532942.748399016,10732942.748399016
Danny Welbeck,2021,29.0,FW,Premier League,4000000.0,16.505172262427543,14726692.103110066,10726692.103110066
Paulo Gazzaniga,2024,32.0,GK,La Liga,4000000.0,16.487565286417578,14469668.91137445,10469668.91137445
Edin DÅ¾eko,2022,35.0,FW,Serie A,4000000.0,16.486843175874103,14459223.981821598,10459223.981821598
Muhamed BeÅ¡iÄ,2020,26.0,MF,Premier League,2400000.0,16.369539589454735,12858807.096315537,10458807.096315537
Burak YÄ±lmaz,2021,35.0,FW,Ligue 1,2800000.0,16.399372625448564,13248203.946043914,10448203.946043914
Daniel Jebbison,2021,17.0,FW,Premier League,1000000.0,16.25132925167515,11425167.599176172,10425167.599176172
Yoane Wissa,2025,27.0,FW,Premier League,28000000.0,17.46416812344613,38423049.98192908,10423049.981929079
Thomas Partey,2023,29.0,MF,Premier League,35000000.0,17.63081620866516,45390626.94015719,10390626.94015719
Othmane Maamma,2024,18.0,FW,Ligue 1,300000.0,16.178870292054945,10626593.074419986,10326593.074419986
Ousmane DembÃ©lÃ©,2025,27.0,FW,Ligue 1,55000000.0,17.994564691497487,65304054.0763823,10304054.076382302
Fikayo Tomori,2020,21.0,DF,Premier League,16000000.0,17.082962833829903,26244389.628654525,10244389.628654525
Luka Romero,2023,17.0,FW,Serie A,3000000.0,16.38921999599698,13114380.310715947,10114380.310715947
Kortney Hause,2021,25.0,DF,Premier League,5000000.0,16.531149707447472,15114266.261481872,10114266.261481872
Tim Iroegbunam,2022,18.0,MF,Premier League,2500000.0,16.34787301363606,12583197.297839083,10083197.297839083
Jamie Vardy,2022,34.0,FW,Premier League,5000000.0,16.528440500973847,15073374.008562872,10073374.008562872
Theo Walcott,2021,31.0,FW,Premier League,5000000.0,16.526759223284675,15048052.771440579,10048052.771440579
Nampalys Mendy,2022,29.0,MF,Premier League,4000000.0,16.445818786457327,13878045.85242491,9878045.85242491
RaÃºl Asencio,2025,21.0,DF,La Liga,100000.0,16.10314732316021,9851627.438212467,9751627.438212467
Luka Romero,2022,16.0,FW,Serie A,1000000.0,16.186500796942983,10707989.505441228,9707989.505441228
Wissam Ben Yedder,2024,33.0,FW,Ligue 1,8000000.0,16.688037724259686,17681645.245277982,9681645.245277982
Moustapha CissÃ©,2022,17.0,FW,Serie A,1000000.0,16.169560701344434,10528122.902625995,9528122.902625995
Assane DioussÃ©,2020,21.0,MF,Ligue 1,2400000.0,16.290005323711814,11875704.58390488,9475704.58390488
NicolÃ¡s Otamendi,2020,31.0,DF,Premier League,14500000.0,16.991171701399566,23942643.158744946,9442643.158744946
Marvelous Nakamba,2021,26.0,MF,Premier League,7000000.0,16.614079250510372,16421125.262152098,9421125.262152098
Jan-Carlo Simic,2024,19.0,DF,Serie A,5000000.0,16.48039932352914,14366350.424129726,9366350.424129726
Borja Mayoral,2022,24.0,FW,La Liga,9000000.0,16.722296035947455,18297883.97411691,9297883.97411691
Alexis SÃ¡nchez,2020,30.0,FW,Serie A,16000000.0,17.044641113524012,25257686.265860703,9257686.265860703
Divin Mubama,2023,17.0,FW,Premier League,250000.0,16.064273057778134,9476001.023290351,9226001.023290351
Andrew Omobamidele,2022,19.0,DF,Premier League,1200000.0,16.151601710226014,10340736.09436717,9140736.09436717
Kike Hermoso,2022,21.0,DF,La Liga,200000.0,16.047106288355128,9314717.005100496,9114717.005100496
Jarrad Branthwaite,2020,17.0,DF,Premier League,2000000.0,16.221917000075674,11094021.41520954,9094021.41520954
Jonathan Gradit,2023,29.0,DF,Ligue 1,5000000.0,16.460627697917435,14085093.913850449,9085093.913850449
Mark Flekken,2025,31.0,GK,Premier League,10000000.0,16.76303083097952,19058633.872371327,9058633.872371327
Victor Boniface,2024,23.0,FW,Bundesliga,40000000.0,17.708321035879177,49048541.83951301,9048541.839513011
RubÃ©n Pardo,2020,26.0,MF,Ligue 1,2400000.0,16.252687560522332,11440697.051273433,9040697.051273433
Billy Sharp,2020,33.0,FW,Premier League,1600000.0,16.17998950992598,10638493.206594396,9038493.206594396
Yann Gboho,2020,18.0,FW,Ligue 1,2700000.0,16.274157331992832,11688981.997227153,8988981.997227153
Oghenekaro Etebo,2022,25.0,MF,Premier League,1750000.0,16.18055361169514,10644496.092957733,8894496.092957733
LukÃ¡Å¡ HaraslÃ­n,2020,23.0,FW,Serie A,1600000.0,16.16250719806427,10454124.02859371,8854124.02859371
Timothee Pembele,2021,17.0,DF,Ligue 1,4000000.0,16.363055759385624,12775702.47897943,8775702.47897943
Craig Dawson,2021,30.0,DF,Premier League,3000000.0,16.27957125504695,11752436.866653852,8752436.866653852
Jeremy Ngakia,2020,18.0,DF,Premier League,250000.0,16.00277826052045,8910831.777080031,8660831.777080031
Jason Steele,2023,31.0,GK,Premier League,4000000.0,16.35030156571414,12613793.387274843,8613793.387274843
Leandro Paredes,2025,30.0,MF,Serie A,5000000.0,16.424624134601846,13587000.676573202,8587000.676573202
Florian Flick,2021,20.0,MF,Bundesliga,700000.0,16.042307228735016,9270122.21017771,8570122.21017771
Diego Costa,2021,31.0,FW,La Liga,6000000.0,16.49412908100809,14564957.236851044,8564957.236851044
Thiago Silva,2021,35.0,DF,Premier League,3000000.0,16.262632874784348,11555046.064693898,8555046.064693898
Daniel Jebbison,2025,20.0,FW,Premier League,1200000.0,16.087876945935374,9702332.154432546,8502332.154432546
Felix Passlack,2021,22.0,DF,Bundesliga,2500000.0,16.20959243948914,10958131.57516386,8458131.57516386
Joshua Acheampong,2025,18.0,DF,Premier League,1000000.0,16.0575594354478,9412595.802012872,8412595.802012872
Victor LindelÃ¶f,2020,25.0,DF,Premier League,28000000.0,17.409810338139888,36390208.918196194,8390208.918196194
Joan JordÃ¡n,2025,30.0,MF,La Liga,2500000.0,16.20303674919378,10886528.412306575,8386528.412306575
Brandon Williams,2021,19.0,DF,Premier League,10000000.0,16.7264036373668,18373198.96850124,8373198.96850124
Rekeem Harper,2021,20.0,MF,Premier League,2500000.0,16.198713443010806,10839564.205859814,8339564.205859814
Anwar El Ghazi,2021,25.0,FW,Premier League,13000000.0,16.875285136390595,21322749.012366675,8322749.012366675
Leander Dendoncker,2024,29.0,MF,Premier League,7000000.0,16.542078637672628,15280354.966567557,8280354.966567557
Tom Cairney,2023,31.0,MF,Premier League,2000000.0,16.141228024190656,10234019.016121773,8234019.016121773
Simon Banza,2021,23.0,FW,Ligue 1,2500000.0,16.187939110416732,10723402.033828547,8223402.033828547
Lewis Dobbin,2024,21.0,MF,Premier League,2500000.0,16.187382900069103,10717439.224541178,8217439.224541178
Stefan de Vrij,2024,32.0,DF,Serie A,7000000.0,16.53598174303886,15187475.67162029,8187475.671620291
Alfie Pond,2025,20.0,DF,Premier League,250000.0,15.944728236127382,8408285.251772389,8158285.251772389
Federico Ravaglia,2024,24.0,GK,Serie A,1000000.0,16.024604349549726,9107458.395985467,8107458.395985467
Benjamin Mendy,2020,25.0,DF,Premier League,28000000.0,17.400295566950536,36045606.40408847,8045606.404088467
Tom Cairney,2024,33.0,MF,Premier League,2000000.0,16.120675927158732,10025835.07978067,8025835.07978067
Luke Harris,2024,19.0,MF,Premier League,1000000.0,16.015183268147684,9022059.187741952,8022059.187741952
Felipe Caicedo,2020,30.0,FW,Serie A,5000000.0,16.381770689820037,13017050.239847878,8017050.239847878
Keinan Davis,2020,21.0,FW,Premier League,2300000.0,16.148765552808584,10311449.686218271,8011449.686218271
JÃ¼rgen Locadia,2020,25.0,FW,Bundesliga,8000000.0,16.588306471123886,16003314.398165626,8003314.398165626
Kevin Kampl,2023,31.0,MF,Bundesliga,3500000.0,16.257180768310576,11492218.145672105,7992218.145672105
Dan Burn,2023,30.0,DF,Premier League,10000000.0,16.70479987902927,17980525.67826066,7980525.678260662
James McArthur,2022,33.0,MF,Premier League,1200000.0,16.030890204960244,9164886.873365818,7964886.873365818
Jan Paul van Hecke,2023,22.0,DF,Premier League,5000000.0,16.376416842736823,12947545.163832141,7947545.163832141
YÄ±ldÄ±rÄ±m Mert Ãetin,2020,22.0,DF,Serie A,2000000.0,16.10829165569313,9902438.07223319,7902438.072233191
Francisco Sierralta,2022,24.0,DF,Premier League,1500000.0,16.049565693495698,9337653.86439857,7837653.864398571
Arijon IbrahimoviÄ,2023,16.0,MF,Bundesliga,1000000.0,15.99392123094046,8832256.75191588,7832256.75191588
Sinaly Diomande,2021,19.0,DF,Ligue 1,7000000.0,16.510917602126728,14811545.479960607,7811545.479960607
Ayden Heaven,2025,17.0,DF,Premier League,300000.0,15.90329456928438,8067017.9200838115,7767017.9200838115
Nikola KaliniÄ,2020,31.0,FW,Serie A,5500000.0,16.40011400613505,13258029.551128374,7758029.551128374
Michel Ndary Adopo,2024,23.0,MF,Serie A,1000000.0,15.982414444781703,8731208.336867372,7731208.336867372
Romain Del Castillo,2024,28.0,FW,Ligue 1,10000000.0,16.68988793369047,17714390.277154922,7714390.2771549225
Kortney Hause,2022,26.0,DF,Premier League,4000000.0,16.27223010276565,11666476.341303704,7666476.341303704
Aleksa TerziÄ,2023,22.0,DF,Serie A,2000000.0,16.08166797368402,9642277.269592928,7642277.269592928
Jonas Martin,2022,31.0,MF,Ligue 1,2500000.0,16.12994613165282,10119208.758327214,7619208.758327214
Davide Bartesaghi,2025,18.0,DF,Serie A,1200000.0,15.991096681381176,8807344.80125731,7607344.80125731
JesÃºs Vallejo,2023,25.0,DF,La Liga,2000000.0,16.07272362078445,9556417.880736211,7556417.880736211
Alexander SÃ¸rloth,2025,28.0,FW,La Liga,25000000.0,17.29833559804731,32551550.741982855,7551550.741982855
Odion Ighalo,2020,30.0,FW,Premier League,5200000.0,16.360914876880834,12748380.455971021,7548380.455971021
Andrey Galabinov,2021,31.0,FW,Serie A,700000.0,15.924402704254984,8239107.499753251,7539107.499753251
Olivier Giroud,2023,35.0,FW,Serie A,4000000.0,16.260069803290023,11525467.575031227,7525467.5750312265
Mahamadou Nagida,2024,18.0,DF,Ligue 1,500000.0,15.897577563712364,8021030.308938153,7521030.308938153
Julian Baumgartlinger,2021,32.0,MF,Bundesliga,1500000.0,16.009276316764467,8968923.40657591,7468923.406575911
Danny Welbeck,2023,31.0,FW,Premier League,7000000.0,16.48573949320827,14443274.389111336,7443274.389111336
Lewis Hall,2025,19.0,DF,Premier League,23500000.0,17.24695790377049,30921363.285027195,7421363.285027195
Christian Oliva,2020,23.0,MF,Serie A,4000000.0,16.24780439337284,11384966.392186925,7384966.392186925
Daniel Amartey,2021,25.0,DF,Premier League,5000000.0,16.33181615068263,12382764.077963067,7382764.077963067
Myron Boadu,2025,23.0,FW,Bundesliga,5000000.0,16.331384041670795,12377414.52945873,7377414.52945873
Oleksandr Zinchenko,2020,22.0,DF,Premier League,24000000.0,17.260661575911378,31348016.202423032,7348016.202423032
Borja Valero,2020,34.0,MF,Serie A,1200000.0,15.956194933448035,8505255.4265192,7305255.4265192
Caio Henrique Oliveira Silva,2025,27.0,DF,Ligue 1,1000000.0,15.931708670278072,8299522.573017514,7299522.573017514
Zlatan IbrahimoviÄ,2020,37.0,FW,Serie A,3500000.0,16.194045947314297,10789088.47118325,7289088.47118325
Odsonne Ãdouard,2022,23.0,FW,Premier League,17000000.0,17.003276712295637,24234230.399987694,7234230.399987694
Aaron Connolly,2020,19.0,FW,Premier League,4000000.0,16.23419641496154,11231089.35394228,7231089.353942281
Billy Gilmour,2020,18.0,MF,Premier League,5400000.0,16.351487896076147,12628766.39424691,7228766.39424691
Matt Doherty,2022,29.0,DF,Premier League,12000000.0,16.771322533155587,19217319.373909242,7217319.373909242
Ivan PeriÅ¡iÄ,2024,35.0,FW,Premier League,2000000.0,16.03570274036446,9209099.52287038,7209099.52287038
Sacha Boey,2020,18.0,DF,Ligue 1,1800000.0,16.010575115910903,8980579.805961832,7180579.805961832
Sergio Herrera,2020,26.0,GK,La Liga,1200000.0,15.940353652492295,8371582.837757217,7171582.837757217
Patrik Schick,2024,28.0,FW,Bundesliga,22000000.0,17.187791952331157,29144941.376584742,7144941.376584742
Nathaniel Clyne,2022,30.0,DF,Premier League,2000000.0,16.027896552505748,9137491.410994861,7137491.410994861
Mohamed Sankoh,2022,17.0,FW,Bundesliga,1000000.0,15.911065604561614,8129951.2204362545,7129951.2204362545
Luuk de Jong,2022,30.0,FW,La Liga,4000000.0,16.22382062722057,11115160.41142509,7115160.411425089
Mitchel Bakker,2020,19.0,DF,Ligue 1,900000.0,15.895606687196183,8005237.414730076,7105237.414730076
Alexis SÃ¡nchez,2022,32.0,FW,Serie A,3500000.0,16.17521338087676,10587803.531946624,7087803.531946624
Ante Palaversa,2023,22.0,MF,Ligue 1,700000.0,15.86766871737191,7784682.578267894,7084682.578267894
Robbie Brady,2020,27.0,MF,Premier League,4800000.0,16.2907559512287,11884622.161769554,7084622.161769554
Rob Holding,2023,26.0,DF,Premier League,8000000.0,16.528753464004026,15078092.155944921,7078092.155944921
Chimuanya Ugochukwu,2022,17.0,MF,Ligue 1,3000000.0,16.12125563260822,10031648.796550637,7031648.796550637
Kevin Long,2020,28.0,DF,Premier League,1600000.0,15.969687308483863,8620789.195791597,7020789.195791597
Karim Benzema,2020,31.0,FW,La Liga,32000000.0,17.47960023320973,39020597.57336122,7020597.573361218
James Bree,2023,24.0,DF,Premier League,2000000.0,16.014770333733747,9018334.437697485,7018334.437697485
Gaetano Berardi,2021,31.0,DF,Premier League,300000.0,15.804424571387878,7307592.503132341,7007592.503132341
Grejohn Kyei,2023,26.0,FW,Ligue 1,2500000.0,16.065260169266736,9485359.51192948,6985359.51192948
Fabian Delph,2022,31.0,MF,Premier League,1800000.0,15.987804008846947,8778392.786547273,6978392.786547273
Domingos Quina,2021,20.0,MF,La Liga,3000000.0,16.114472133796276,9963829.398540575,6963829.398540575
Victor LindelÃ¶f,2021,26.0,DF,Premier League,24000000.0,17.247438278217793,30936220.68657779,6936220.6865777895
TomÃ¡s Pina Isla,2020,31.0,MF,La Liga,2000000.0,16.004431448268843,8925575.240153471,6925575.240153471
JÃ©rÃ´me Boateng,2021,31.0,DF,Bundesliga,8500000.0,16.54961033647363,15395876.495868022,6895876.495868022
Mateusz Klich,2021,30.0,MF,Premier League,4000000.0,16.20316502307839,10887924.959292544,6887924.959292544
Jakub Kiwior,2024,24.0,DF,Premier League,30000000.0,17.422985876478165,36872842.01770102,6872842.017701022
Antoine Mendy,2024,20.0,DF,Ligue 1,800000.0,15.853075255498029,7671902.026169359,6871902.026169359
LoÃ¯c RÃ©my,2020,32.0,FW,Ligue 1,2000000.0,15.996312866499487,8853405.573678134,6853405.573678134
Ben Mee,2023,32.0,DF,Premier League,2000000.0,15.994970486658673,8841528.912449865,6841528.912449865
Ilija Nestorovski,2022,31.0,FW,Serie A,700000.0,15.832335832917638,7514429.773448649,6814429.773448649
Nemanja Radoja,2020,26.0,MF,La Liga,3200000.0,16.117974716463443,9998789.72817405,6798789.728174049
