player,season_end_year,age,position_group_model,comp,target_market_value,predicted_log_value,expected_market_value_raw,undervaluation_raw
Reiss Nelson,2021,20.0,FW,Premier League,9000000.0,14.685567202724602,2387045.063346927,-6612954.936653073
Nianzou Kouassi,2022,19.0,DF,Bundesliga,9000000.0,14.684640387304666,2384833.73715122,-6615166.26284878
Conor Coady,2023,29.0,DF,Premier League,12000000.0,15.497120689740603,5374201.182190384,-6625798.817809616
Walter BenÃ­tez,2021,27.0,GK,Ligue 1,10000000.0,15.031623401749476,3374045.762821707,-6625954.237178293
Loren MorÃ³n,2021,26.0,FW,La Liga,9000000.0,14.67969892460265,2373078.233858181,-6626921.766141819
Antonee Robinson,2023,24.0,DF,Premier League,15000000.0,15.9404087894819,8372044.434413666,-6627955.565586334
Sergio Busquets,2020,31.0,MF,La Liga,28000000.0,16.877320114115385,21366184.513822723,-6633815.486177277
Marshall Munetsi,2024,27.0,MF,Ligue 1,10000000.0,15.025885825518358,3354742.3426902588,-6645257.657309741
Sander Berge,2020,21.0,MF,Premier League,20000000.0,16.4072720698737,13353271.847408615,-6646728.152591385
Natan,2024,23.0,DF,Serie A,12000000.0,15.492777359053656,5350909.862501347,-6649090.137498653
Idrissa Gana Gueye,2020,29.0,MF,Ligue 1,24000000.0,16.669084705209706,17349680.471715935,-6650319.528284065
Matteo Prati,2025,20.0,MF,Serie A,9000000.0,14.669548334756819,2349111.9217650564,-6650888.078234944
Giulian Biancone,2022,21.0,DF,Ligue 1,8000000.0,14.114069633477051,1347914.1636242485,-6652085.8363757515
Harrison Reed,2024,29.0,MF,Premier League,15000000.0,15.936681897431908,8340900.795380381,-6659099.204619619
Albert Sambi Lokonga,2023,22.0,MF,Premier League,15000000.0,15.936195778692914,8336847.11208307,-6663152.88791693
Teden Mengi,2024,22.0,DF,Premier League,11000000.0,15.282409723595899,4335768.77099166,-6664231.22900834
Marc Bartra,2021,29.0,DF,La Liga,10000000.0,15.018124939748008,3328807.332320185,-6671192.667679815
Kerem Demirbay,2022,28.0,MF,Bundesliga,15000000.0,15.935075300838758,8327511.089779891,-6672488.910220109
ClÃ©ment Lenglet,2021,25.0,DF,La Liga,25000000.0,16.72377340741298,18324936.725818366,-6675063.274181634
Joseph Okumu,2025,27.0,DF,Ligue 1,9000000.0,14.65705563147404,2319947.700336367,-6680052.299663633
Lukas Klostermann,2023,26.0,DF,Bundesliga,12000000.0,15.486962622726413,5319886.011893534,-6680113.988106466
Gleison Bremer,2021,23.0,DF,Serie A,10000000.0,15.01520801246935,3319111.588255048,-6680888.411744952
Maximilian WÃ¶ber,2024,26.0,DF,Bundesliga,10000000.0,15.013060351913136,3311990.9102042913,-6688009.089795709
